_c0,id,order_status,order_products_value,order_freight_value,order_items_qty,order_sellers_qty,order_purchase_timestamp,order_aproved_at,order_estimated_delivery_date,order_delivered_customer_date,customer_city,customer_state,customer_zip_code_prefix,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,votes_before_estimate,votes_delayed,votes_low_quality,votes_return,votes_not_as_anounced,votes_partial_delivery,votes_other_delivery,votes_other_order,votes_satisfied,most_voted_subclass,most_voted_class,ts,datetype,week_of_month,day_of_week,order_deliver_timestamp,order_purchase_timestamp_conv,deliver_time
431,432,delivered,18.9,25.63,1,1,2018-01-10T01:29:03.000Z,2018-01-10T10:32:12.941Z,2018-02-09T00:00:00.000Z,2018-01-30T22:42:51.416Z,Serra,ES,291,eletronicos,43,430,1,5,"",ok,2018-01-31T00:00:00.000Z,2018-02-01 03:08:54+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-10T01:29:03.000Z,2018-01-10,2,4,2018-01-30T22:42:51.416Z,2018-01-10T01:29:03.000Z,1804428
432,433,canceled,68.9,11.98,1,1,2017-10-10T14:07:52.000Z,2017-10-10T14:41:31.094Z,2017-10-27T00:00:00.000Z,"",Ibira,SP,158,cool_stuff,47,573,1,3,"",bom dia meus produtos chegaram mas faltou o ferro e tenho urgencia de recebe lo protocolo 0000000000001 obrigada,2017-10-29T00:00:00.000Z,2017-10-31 12:10:56+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-10-10T14:07:52.000Z,2017-10-10,2,3,"",2017-10-10T14:07:52.000Z,""
433,434,delivered,92.0,13.66,1,1,2018-02-24T19:43:09.000Z,2018-02-27T05:31:02.185Z,2018-03-16T00:00:00.000Z,2018-04-05T16:37:58.179Z,Elias Fausto,SP,133,cama_mesa_banho,55,312,1,1,"",entrega atrasada produto ainda não veio,2018-03-21T00:00:00.000Z,2018-03-21 19:52:35+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-02-24T19:43:09.000Z,2018-02-24,4,7,2018-04-05T16:37:58.179Z,2018-02-24T19:43:09.000Z,3444889
434,435,delivered,56.99,12.74,1,1,2018-02-07T20:57:04.000Z,2018-02-07T21:10:30.133Z,2018-03-05T00:00:00.000Z,2018-02-15T22:39:50.982Z,Guarulhos,SP,71,cama_mesa_banho,50,405,1,4,"",gostei bastante,2018-02-16T00:00:00.000Z,2018-02-16 23:07:23+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-07T20:57:04.000Z,2018-02-07,2,4,2018-02-15T22:39:50.982Z,2018-02-07T20:57:04.000Z,697366
435,436,delivered,119.8,30.34,2,1,2017-07-10T13:20:41.000Z,2017-07-10T13:30:27.107Z,2017-08-11T00:00:00.000Z,2017-07-18T19:46:54.825Z,Santa Fe do Sul,SP,157,informatica_acessorios,59,1234,2,5,"",excelente produto chegou muito antes do prazo,2017-07-19T00:00:00.000Z,2017-07-20 03:34:05+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-07-10T13:20:41.000Z,2017-07-10,3,2,2017-07-18T19:46:54.825Z,2017-07-10T13:20:41.000Z,714373
436,437,delivered,18.9,17.63,1,1,2017-05-28T08:37:42.000Z,2017-05-28T08:45:10.716Z,2017-07-03T00:00:00.000Z,2017-06-09T20:03:54.199Z,Belem,PA,660,telefonia,32,269,6,3,"",encomendei essa capinha mas recebi uma idêntica a uma que tinha comprado recentemente por aqui mesmo pelo site das lannister na foto deste produto aparentava ser de um material fosco mas era tpu,2017-06-10T00:00:00.000Z,2017-06-11 02:44:41+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-05-28T08:37:42.000Z,2017-05-28,5,1,2017-06-09T20:03:54.199Z,2017-05-28T08:37:42.000Z,1077972
437,438,delivered,169.0,18.43,1,1,2018-01-13T20:29:12.000Z,2018-01-14T20:29:13.800Z,2018-02-16T00:00:00.000Z,2018-02-06T20:22:55.409Z,Duque de Caxias,RJ,250,papelaria,59,241,6,4,"",infelizmente minha irmã teve que ir buscar a entrega nos correios apesar de terem cobrado o frete acho que se não podem entregar no endereço não faz sentido cobrar frete,2018-02-07T00:00:00.000Z,2018-02-08 02:44:47+00:00,0,0,0,0,0,0,3,0,0,outro_entrega,problemas_de_entrega,2018-01-13T20:29:12.000Z,2018-01-13,2,7,2018-02-06T20:22:55.409Z,2018-01-13T20:29:12.000Z,2073223
438,439,delivered,47.88,29.44,1,4,2017-07-05T16:05:20.000Z,2017-07-05T17:54:52.382Z,2017-08-07T00:00:00.000Z,2017-07-14T18:32:55.715Z,Erechim,RS,997,brinquedos,36,829,1,1,"",foi entregue apenas um dos produtos que eu comprei sendo que falta mais um a ser entregue e o codigo pra rastrear diz que ja foi encerrado,2017-07-15T00:00:00.000Z,2017-07-17 23:10:22+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2017-07-05T16:05:20.000Z,2017-07-05,2,4,2017-07-14T18:32:55.715Z,2017-07-05T16:05:20.000Z,786455
439,440,delivered,22.0,11.85,1,1,2017-11-24T01:24:10.000Z,2017-11-24T01:30:48.405Z,2017-12-26T00:00:00.000Z,2017-11-30T22:59:56.203Z,Ubatuba,SP,116,esporte_lazer,38,183,2,5,"",recomendo,2017-12-01T00:00:00.000Z,2017-12-04 01:38:00+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-11-24T01:24:10.000Z,2017-11-24,4,6,2017-11-30T22:59:56.203Z,2017-11-24T01:24:10.000Z,596146
440,441,delivered,179.98,90.18,2,1,2017-12-11T23:18:56.000Z,2017-12-12T00:04:59.758Z,2018-01-10T00:00:00.000Z,2017-12-26T17:23:01.841Z,BRASILIA,DF,719,ferramentas_jardim,58,1893,1,1,"",faltando uma unidade,2017-12-27T00:00:00.000Z,2017-12-27 23:25:59+00:00,0,1,0,0,0,1,0,0,1,"","",2017-12-11T23:18:56.000Z,2017-12-11,3,2,2017-12-26T17:23:01.841Z,2017-12-11T23:18:56.000Z,1274645
441,442,delivered,159.9,12.62,1,1,2017-08-19T01:13:11.000Z,2017-08-19T01:44:29.626Z,2017-09-11T00:00:00.000Z,2017-08-29T17:23:39.395Z,Taquaritinga,SP,159,relogios_presentes,33,556,3,3,"",recebi antes do prazo o produto original otimo,2017-08-30T00:00:00.000Z,2017-09-01 05:33:39+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-08-19T01:13:11.000Z,2017-08-19,3,7,2017-08-29T17:23:39.395Z,2017-08-19T01:13:11.000Z,922228
442,443,delivered,45.0,12.69,1,1,2017-06-22T22:39:15.000Z,2017-06-23T02:25:55.329Z,2017-07-12T00:00:00.000Z,2017-06-28T11:34:52.089Z,Sao Paulo,SP,31,brinquedos,47,74,2,1,"",o produto veio com uma qualidade bem inferior em relação aos brinquedos que compro na loja não gostei da qualidade do brinquedo e não recomendaria a compra na loja virtual só na fisica,2017-06-29T00:00:00.000Z,2017-06-29 22:07:29+00:00,0,0,3,0,0,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2017-06-22T22:39:15.000Z,2017-06-22,4,5,2017-06-28T11:34:52.089Z,2017-06-22T22:39:15.000Z,478537
443,444,delivered,20.9,14.1,1,1,2017-07-13T19:47:14.000Z,2017-07-13T20:04:13.811Z,2017-08-09T00:00:00.000Z,2017-07-19T13:57:27.835Z,BRASILIA,DF,715,ferramentas_jardim,47,590,4,5,"",10,2017-07-20T00:00:00.000Z,2017-07-21 18:50:04+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-13T19:47:14.000Z,2017-07-13,3,5,2017-07-19T13:57:27.835Z,2017-07-13T19:47:14.000Z,497413
444,445,delivered,179.7,53.01,3,1,2017-07-18T23:40:21.000Z,2017-07-18T23:50:18.010Z,2017-08-18T00:00:00.000Z,2017-08-04T17:04:11.316Z,Pelotas,RS,960,ferramentas_jardim,59,341,2,5,"",os pendentes são lindos super indico,2017-08-05T00:00:00.000Z,2017-08-07 06:10:55+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-07-18T23:40:21.000Z,2017-07-18,4,3,2017-08-04T17:04:11.316Z,2017-07-18T23:40:21.000Z,1445030
445,446,delivered,169.9,14.3,1,1,2018-01-15T16:10:44.000Z,2018-01-15T16:31:13.412Z,2018-01-30T00:00:00.000Z,2018-01-18T14:46:54.444Z,Sao Paulo,SP,41,cama_mesa_banho,54,289,1,4,"",a entrega foi feita antes do prazo e recebi o produto todo ok a cor não é muito bonita pessoalmente foi só o que eu não gostei no produto mas o material é bom e veio na medida correta,2018-01-19T00:00:00.000Z,2018-01-19 19:42:40+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-01-15T16:10:44.000Z,2018-01-15,3,2,2018-01-18T14:46:54.444Z,2018-01-15T16:10:44.000Z,254170
446,447,delivered,79.99,14.65,1,2,2018-03-29T10:42:41.000Z,2018-03-29T10:55:16.083Z,2018-04-19T00:00:00.000Z,2018-04-10T18:55:55.949Z,Fernandopolis,SP,156,cama_mesa_banho,51,335,1,4,"",a loja é muito boa entregou antes do prazo e o produto veio corretamente eu quem comprei o produto fora da medida que eu precisava,2018-04-11T00:00:00.000Z,2018-04-12 17:43:07+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2018-03-29T10:42:41.000Z,2018-03-29,5,5,2018-04-10T18:55:55.949Z,2018-03-29T10:42:41.000Z,1066394
447,448,delivered,45.99,15.1,1,1,2017-12-09T17:09:23.000Z,2017-12-09T17:30:28.194Z,2018-01-10T00:00:00.000Z,2017-12-21T19:48:49.773Z,Bandeirantes,PR,863,utilidades_domesticas,42,367,3,1,"",eu pedi 000 e veio 000 e não consigo fazer a troca ja liguei mil vezes ninguém me atende o site é uma merda não tem opção de troca e eu fiz uma compra de uns bancos carros de boi foi um golpe q cai,2017-12-22T00:00:00.000Z,2017-12-23 00:50:34+00:00,0,0,0,1,1,1,0,0,0,"","",2017-12-09T17:09:23.000Z,2017-12-09,2,7,2017-12-21T19:48:49.773Z,2017-12-09T17:09:23.000Z,1046366
448,449,delivered,38.9,15.79,1,1,2017-06-19T11:36:42.000Z,2017-06-19T11:50:12.152Z,2017-07-13T00:00:00.000Z,2017-07-04T14:28:55.346Z,Pinhais,PR,833,informatica_acessorios,35,1101,2,4,"",embora tenha demorado a chegar valeu super a pena produto como o anunciado,2017-07-05T00:00:00.000Z,2017-07-11 00:56:33+00:00,0,2,0,0,0,0,0,0,1,atrasado,problemas_de_entrega,2017-06-19T11:36:42.000Z,2017-06-19,4,2,2017-07-04T14:28:55.346Z,2017-06-19T11:36:42.000Z,1306333
449,450,delivered,236.0,64.68,4,1,2018-02-13T14:37:04.000Z,2018-02-16T07:56:21.906Z,2018-03-07T00:00:00.000Z,2018-02-26T16:13:34.488Z,RIO DE JANEIRO,RJ,222,moveis_decoracao,62,1702,1,4,"",a nota fiscal 000000000 enviada pelos correios e não transportadora não me entregaram os 4 pacotes só recebendo 3 para realizar a aplicação terei de ter mais um conforme pedido e pagamento,2018-02-27T00:00:00.000Z,2018-02-28 17:13:16+00:00,0,0,0,0,0,3,0,0,0,entrega_parcial,problemas_de_entrega,2018-02-13T14:37:04.000Z,2018-02-13,3,3,2018-02-26T16:13:34.488Z,2018-02-13T14:37:04.000Z,1128990
450,451,delivered,92.0,13.66,1,1,2018-02-06T11:21:33.000Z,2018-02-06T11:49:52.442Z,2018-03-02T00:00:00.000Z,2018-02-14T21:04:27.704Z,Sao Jose do Rio Preto,SP,150,cama_mesa_banho,55,312,1,3,"",produto mal acabado deixa muito a desejar qualidade do tecido ruim,2018-02-15T00:00:00.000Z,2018-02-17 15:15:55+00:00,0,0,3,0,0,0,0,0,0,baixa_qualidade,problemas_de_qualidade,2018-02-06T11:21:33.000Z,2018-02-06,2,3,2018-02-14T21:04:27.704Z,2018-02-06T11:21:33.000Z,726174
451,452,delivered,139.9,16.61,1,1,2018-01-28T17:49:59.000Z,2018-01-28T17:59:40.303Z,2018-02-20T00:00:00.000Z,2018-02-07T11:34:24.667Z,Praia Grande,SP,117,esporte_lazer,46,3362,5,5,"",td certo,2018-02-08T00:00:00.000Z,2018-02-08 16:51:11+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-28T17:49:59.000Z,2018-01-28,5,1,2018-02-07T11:34:24.667Z,2018-01-28T17:49:59.000Z,841465
452,453,delivered,24.9,15.1,1,1,2018-01-25T00:08:19.000Z,2018-01-26T03:16:00.548Z,2018-02-22T00:00:00.000Z,2018-02-05T20:08:47.806Z,Curitiba,PR,828,cama_mesa_banho,57,58,1,5,"",jogo de lençol muito lindo macio e aconchegante ficou linda a minha cama,2018-02-03T00:00:00.000Z,2018-02-04 00:19:44+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-25T00:08:19.000Z,2018-01-25,4,5,2018-02-05T20:08:47.806Z,2018-01-25T00:08:19.000Z,1022428
453,454,delivered,27.5,23.09,1,2,2018-03-20T20:12:47.000Z,2018-03-20T20:29:09.585Z,2018-04-23T00:00:00.000Z,2018-04-04T18:29:54.746Z,RIO DE JANEIRO,RJ,235,cama_mesa_banho,40,107,1,1,"",não recebi os produtos e a empresa não respondeu as minhas solicitações apenas 1 dos produtos veio e ainda aguardo contato,2018-04-05T00:00:00.000Z,2018-04-06 02:01:09+00:00,0,2,0,0,0,1,0,0,0,atrasado,problemas_de_entrega,2018-03-20T20:12:47.000Z,2018-03-20,4,3,2018-04-04T18:29:54.746Z,2018-03-20T20:12:47.000Z,1289827
454,455,delivered,89.99,7.88,1,1,2017-07-06T11:50:39.000Z,2017-07-06T22:10:11.347Z,2017-07-21T00:00:00.000Z,2017-07-13T21:03:50.317Z,OSASCO,SP,60,beleza_saude,59,492,3,1,"",não recebi meu produto veio um kit de pincéis com nota fiscal de outra pessoa e até agora não tive um retorno,2017-07-14T00:00:00.000Z,2017-07-15 19:57:46+00:00,0,2,0,0,0,0,1,0,0,atrasado,problemas_de_entrega,2017-07-06T11:50:39.000Z,2017-07-06,2,5,2017-07-13T21:03:50.317Z,2017-07-06T11:50:39.000Z,637991
455,456,delivered,47.9,15.1,1,1,2017-05-10T21:51:44.000Z,2017-05-12T02:55:21.862Z,2017-06-13T00:00:00.000Z,2017-05-30T11:20:07.682Z,Serro,MG,391,cama_mesa_banho,29,200,1,1,"",o produto que recebi não tem nada haver com o do site é de péssima qualidade não entendi como um site tão conceituado como targaryen se vincula a uma loja dessas decepcionada,2017-05-31T00:00:00.000Z,2017-06-06 17:27:23+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-05-10T21:51:44.000Z,2017-05-10,2,4,2017-05-30T11:20:07.682Z,2017-05-10T21:51:44.000Z,1690103
456,457,delivered,19.9,11.85,1,1,2017-12-05T10:44:44.000Z,2017-12-06T02:37:01.318Z,2017-12-28T00:00:00.000Z,2017-12-15T19:24:42.409Z,Sao Paulo,SP,22,beleza_saude,51,966,1,5,"",adorei,2017-12-16T00:00:00.000Z,2017-12-18 12:36:09+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-12-05T10:44:44.000Z,2017-12-05,2,3,2017-12-15T19:24:42.409Z,2017-12-05T10:44:44.000Z,895198
457,458,delivered,399.0,36.15,1,1,2018-03-04T18:10:37.000Z,2018-03-06T03:51:07.520Z,2018-03-23T00:00:00.000Z,2018-04-06T19:54:42.405Z,Santos,SP,110,moveis_escritorio,37,1259,1,1,"",data foi prorrogada e produto não foi entregue,2018-03-28T00:00:00.000Z,2018-03-28 19:50:44+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2018-03-04T18:10:37.000Z,2018-03-04,2,1,2018-04-06T19:54:42.405Z,2018-03-04T18:10:37.000Z,2857445
458,459,delivered,68.9,39.41,1,1,2017-09-22T21:24:05.000Z,2017-09-26T03:28:18.410Z,2017-10-17T00:00:00.000Z,2017-09-30T16:09:57.105Z,Curitiba,PR,826,utilidades_domesticas,42,661,2,4,"",adorei,2017-10-01T00:00:00.000Z,2017-10-04 00:16:30+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-22T21:24:05.000Z,2017-09-22,4,6,2017-09-30T16:09:57.105Z,2017-09-22T21:24:05.000Z,672352
459,460,delivered,23.8,21.15,1,1,2017-11-23T22:27:48.000Z,2017-11-23T22:36:59.206Z,2017-12-22T00:00:00.000Z,2017-12-11T12:38:58.103Z,Santa Luzia do Norte,AL,571,esporte_lazer,56,618,1,5,"",recomendaria a loja por sua rapidez e preocupação com o cliente,2017-12-12T00:00:00.000Z,2017-12-13 18:44:44+00:00,1,0,0,0,0,0,0,0,2,satisfeito,satisfeito_com_pedido,2017-11-23T22:27:48.000Z,2017-11-23,4,5,2017-12-11T12:38:58.103Z,2017-11-23T22:27:48.000Z,1519870
460,461,delivered,85.9,14.33,1,1,2017-08-09T12:05:47.000Z,2017-08-09T12:23:50.557Z,2017-08-31T00:00:00.000Z,2017-08-17T15:33:22.596Z,Sao Paulo,SP,48,malas_acessorios,45,573,1,5,"",ótimo produto,2017-08-18T00:00:00.000Z,2017-08-19 03:57:21+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-08-09T12:05:47.000Z,2017-08-09,2,4,2017-08-17T15:33:22.596Z,2017-08-09T12:05:47.000Z,703655
461,462,processing,130.0,12.41,1,1,2017-11-29T15:55:27.000Z,2017-11-29T17:11:11.735Z,2017-12-19T00:00:00.000Z,"",Rio das Pedras,SP,133,fashion_bolsas_e_acessorios,42,264,2,1,"",fiz a compra pela primeira vez e não recebi o produto,2017-12-20T00:00:00.000Z,2018-01-05 00:20:05+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-29T15:55:27.000Z,2017-11-29,5,4,"",2017-11-29T15:55:27.000Z,""
462,463,delivered,19.9,15.1,1,1,2017-09-18T18:44:29.000Z,2017-09-19T16:15:15.672Z,2017-10-09T00:00:00.000Z,2017-10-03T18:58:57.524Z,Francisco Sa,MG,395,beleza_saude,51,966,1,5,"",adoreiiiiiii,2017-10-04T00:00:00.000Z,2017-10-05 21:33:06+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-09-18T18:44:29.000Z,2017-09-18,4,2,2017-10-03T18:58:57.524Z,2017-09-18T18:44:29.000Z,1296868
463,464,delivered,238.0,18.92,1,1,2018-01-26T22:58:06.000Z,2018-01-26T23:18:23.385Z,2018-03-08T00:00:00.000Z,2018-02-16T21:56:24.606Z,Florida,PR,867,cool_stuff,56,330,1,5,"",muito boa entregou no prazo produto tem uma ótima qualidade tô satisfeita,2018-02-17T00:00:00.000Z,2018-02-18 23:12:10+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-01-26T22:58:06.000Z,2018-01-26,4,6,2018-02-16T21:56:24.606Z,2018-01-26T22:58:06.000Z,1810698
464,465,delivered,79.05,12.37,1,2,2017-11-24T13:06:07.000Z,2017-11-24T15:14:15.404Z,2017-12-14T00:00:00.000Z,2017-12-03T15:19:00.051Z,Sao Paulo,SP,13,cama_mesa_banho,58,355,1,3,"",produto não entregue apesar do status estar o contrário,2017-12-04T00:00:00.000Z,2017-12-09 21:40:02+00:00,0,2,0,0,0,0,0,0,1,atrasado,problemas_de_entrega,2017-11-24T13:06:07.000Z,2017-11-24,4,6,2017-12-03T15:19:00.051Z,2017-11-24T13:06:07.000Z,785573
465,466,delivered,239.0,12.28,1,1,2017-04-28T11:50:40.000Z,2017-04-28T13:03:51.124Z,2017-05-22T00:00:00.000Z,2017-05-08T12:50:15.299Z,Sete Lagoas,MG,357,eletronicos,38,1104,1,5,"",de acordo com a nf o produto está correto entretanto somente vou abrir o pacote ap s dia 30 05,2017-05-09T00:00:00.000Z,2017-05-10 14:44:24+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2017-04-28T11:50:40.000Z,2017-04-28,5,6,2017-05-08T12:50:15.299Z,2017-04-28T11:50:40.000Z,867575
466,467,delivered,53.9,21.35,1,1,2018-04-04T12:57:55.000Z,2018-04-04T13:10:20.698Z,2018-04-27T00:00:00.000Z,2018-04-17T14:34:26.336Z,Patrocinio do Muriae,MG,368,ferramentas_jardim,58,340,2,4,"",joia,2018-04-18T00:00:00.000Z,2018-04-19 06:27:49+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-04-04T12:57:55.000Z,2018-04-04,1,4,2018-04-17T14:34:26.336Z,2018-04-04T12:57:55.000Z,1128991
467,468,delivered,119.8,26.88,2,1,2017-08-03T14:10:18.000Z,2017-08-03T15:15:16.406Z,2017-08-30T00:00:00.000Z,2017-09-26T20:38:32.922Z,Artur Nogueira,SP,131,ferramentas_jardim,57,366,2,5,"",olá meu produto nao recebi ainda mais sempre recebi tudo,2017-09-01T00:00:00.000Z,2017-09-09 22:25:48+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-08-03T14:10:18.000Z,2017-08-03,1,5,2017-09-26T20:38:32.922Z,2017-08-03T14:10:18.000Z,4688894
468,469,delivered,199.99,63.22,1,1,2017-10-22T22:00:47.000Z,2017-10-22T22:07:48.218Z,2017-11-09T00:00:00.000Z,2017-11-03T19:51:51.096Z,RIO DE JANEIRO,RJ,224,moveis_decoracao,37,998,3,5,"",o produto veio super rápido e a coqueteleira é linda fará sicesso nos meus eventos super satisfeito,2017-11-04T00:00:00.000Z,2017-11-07 04:00:37+00:00,2,0,0,0,0,0,0,0,1,antes_prazo,satisfeito_com_pedido,2017-10-22T22:00:47.000Z,2017-10-22,4,1,2017-11-03T19:51:51.096Z,2017-10-22T22:00:47.000Z,1029064
469,470,delivered,16.9,17.92,1,3,2017-10-26T23:44:49.000Z,2017-10-28T03:07:09.323Z,2017-11-27T00:00:00.000Z,2017-11-14T18:07:22.392Z,Sorriso,MT,788,moveis_decoracao,55,1065,1,5,"",boa qualidade fica bem legal na parede da área gourmet todos que vieram aqui elogiaram unica coisa é o gancho atrás para fixação ele fica muito na beirada mas é fácil mudar mais pra baixo,2017-11-15T00:00:00.000Z,2017-11-21 02:33:09+00:00,0,0,0,0,0,0,0,0,6,satisfeito,satisfeito_com_pedido,2017-10-26T23:44:49.000Z,2017-10-26,4,5,2017-11-14T18:07:22.392Z,2017-10-26T23:44:49.000Z,1621353
470,471,delivered,334.89,13.84,1,1,2017-11-02T14:15:50.000Z,2017-11-02T14:30:28.650Z,2017-11-23T00:00:00.000Z,2017-11-08T22:11:29.905Z,Mogi Mirim,SP,138,relogios_presentes,46,1326,6,1,"",produto não entregue,2017-11-09T00:00:00.000Z,2017-11-13 22:24:22+00:00,0,3,0,0,0,0,0,0,0,atrasado,problemas_de_entrega,2017-11-02T14:15:50.000Z,2017-11-02,1,5,2017-11-08T22:11:29.905Z,2017-11-02T14:15:50.000Z,546939
471,472,delivered,21.99,15.1,1,1,2017-08-22T10:47:05.000Z,2017-08-22T10:55:40.540Z,2017-09-21T00:00:00.000Z,2017-08-30T16:40:00.092Z,Curvelo,MG,357,telefonia,59,597,1,3,"",um pouco decepcionado porque comprei querendo a capa igual a foto do anúncio é veio uma de silicone,2017-08-31T00:00:00.000Z,2017-09-01 00:35:15+00:00,0,0,0,0,3,0,0,0,0,diferente_do_anunciado,problemas_de_qualidade,2017-08-22T10:47:05.000Z,2017-08-22,4,3,2017-08-30T16:40:00.092Z,2017-08-22T10:47:05.000Z,712375
472,473,delivered,37.99,29.55,1,1,2017-04-18T22:44:26.000Z,2017-04-18T22:55:24.153Z,2017-05-24T00:00:00.000Z,2017-05-15T12:08:21.597Z,Fortaleza,CE,603,ferramentas_jardim,38,437,1,5,"",pena que o prazo foi longo,2017-05-16T00:00:00.000Z,2017-05-17 14:51:27+00:00,0,2,0,0,0,0,1,0,0,atrasado,problemas_de_entrega,2017-04-18T22:44:26.000Z,2017-04-18,4,3,2017-05-15T12:08:21.597Z,2017-04-18T22:44:26.000Z,2294635
473,474,delivered,54.9,15.71,1,4,2017-10-28T14:24:14.000Z,2017-10-28T14:35:10.328Z,2017-11-17T00:00:00.000Z,2017-10-31T19:35:37.775Z,Sao Paulo,SP,28,beleza_saude,56,2747,2,1,"",a pomada eu n recebi,2017-11-01T00:00:00.000Z,2017-11-04 10:21:28+00:00,0,2,0,0,0,1,0,0,0,atrasado,problemas_de_entrega,2017-10-28T14:24:14.000Z,2017-10-28,4,7,2017-10-31T19:35:37.775Z,2017-10-28T14:24:14.000Z,277883
474,475,delivered,25.5,15.1,1,2,2017-09-02T09:31:44.000Z,2017-09-02T09:45:14.898Z,2017-09-22T00:00:00.000Z,2017-09-14T13:21:24.112Z,BRASILIA,DF,721,cama_mesa_banho,54,228,1,3,"",as cores são vivas pelo pc do que no produto real mas são bonitas e de boa qualidade satisfeita,2017-09-15T00:00:00.000Z,2017-09-15 23:46:27+00:00,0,0,0,0,0,0,0,0,6,satisfeito,satisfeito_com_pedido,2017-09-02T09:31:44.000Z,2017-09-02,1,7,2017-09-14T13:21:24.112Z,2017-09-02T09:31:44.000Z,1050580
475,476,delivered,149.0,18.29,1,1,2017-06-26T18:03:36.000Z,2017-06-26T18:15:15.054Z,2017-07-18T00:00:00.000Z,2017-07-03T15:09:40.757Z,Niteroi,RJ,243,brinquedos,58,419,5,5,"",recebi o produto bem antes da data prevista o produto veio corretamente muito satisfeita com o produto,2017-07-04T00:00:00.000Z,2017-07-06 19:57:44+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-06-26T18:03:36.000Z,2017-06-26,5,2,2017-07-03T15:09:40.757Z,2017-06-26T18:03:36.000Z,594364
476,477,delivered,79.0,37.24,1,1,2018-03-16T14:13:54.000Z,2018-03-17T03:08:53.160Z,2018-04-11T00:00:00.000Z,2018-04-06T22:44:45.652Z,Fortaleza,CE,600,cama_mesa_banho,56,355,1,5,"",produto chegou antes do prazo qualidade ótima recomendado,2018-04-07T00:00:00.000Z,2018-04-08 15:37:14+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2018-03-16T14:13:54.000Z,2018-03-16,3,6,2018-04-06T22:44:45.652Z,2018-03-16T14:13:54.000Z,1845051
477,478,delivered,149.9,21.54,1,1,2018-02-07T18:09:01.000Z,2018-02-09T13:31:43.209Z,2018-03-12T00:00:00.000Z,2018-02-20T23:49:49.676Z,Mogi-Guacu,SP,138,cama_mesa_banho,58,2400,2,5,"",muito bom atendimento e prazo de entrega,2018-02-21T00:00:00.000Z,2018-02-23 07:51:44+00:00,0,0,0,0,0,0,0,0,3,satisfeito,satisfeito_com_pedido,2018-02-07T18:09:01.000Z,2018-02-07,2,4,2018-02-20T23:49:49.676Z,2018-02-07T18:09:01.000Z,1143648
478,479,delivered,139.8,39.46,2,1,2017-10-01T13:16:54.000Z,2017-10-01T13:28:15.825Z,2017-10-27T00:00:00.000Z,2017-10-19T02:22:31.571Z,RIO DE JANEIRO,RJ,227,cool_stuff,57,1142,1,5,"",produto excelente entregue antes do prazo super recomendo,2017-10-20T00:00:00.000Z,2017-10-22 09:14:12+00:00,3,0,0,0,0,0,0,0,0,antes_prazo,satisfeito_com_pedido,2017-10-01T13:16:54.000Z,2017-10-01,1,1,2017-10-19T02:22:31.571Z,2017-10-01T13:16:54.000Z,1515937
